h_values,a_values,c_values,global_node_eccentricity,within_community_eccentricity,community_eccentricity,community_size
0.27645419579154096,0.12916035611775153,0.11992952953477404,0.4335161542662584,0.43716673369176995,0.0036505794255115645,255
0.2580232246953238,0.18929401821329633,0.1606943045699985,0.09973370157404483,0.09608312214853326,0.0036505794255115645,255
0.05719003972446964,0.03031995468424515,0.08297087691410125,0.17025072182375597,0.1654510320314048,0.004799689792351174,266
0.15639501323821026,0.19854661422535572,0.012847285451710506,0.8464484126555412,0.84164872286319,0.004799689792351174,266
0.21115953014621963,0.03625975367422261,0.29584428237775323,0.29660068488101465,0.23296193582383867,0.06363874905717598,268
0.1937477047545779,0.28125131595998737,0.052565869511124276,0.5715060151722551,0.5763057049646062,0.004799689792351174,266
0.23220721569420347,0.17637400291966235,0.12169033512890122,0.35852140725055487,0.3537217174582037,0.004799689792351174,266
0.17965268542151946,0.2584976425753942,0.017847331532949116,1.121900131988309,1.117100442195958,0.004799689792351174,266
0.2256860725507244,0.15453661403587535,0.2818216665590436,0.3450574903782683,0.3402578005859171,0.004799689792351174,266
0.16444919089439902,0.24213016599258247,0.2978822342127149,0.7950961732690427,0.7314574242118668,0.06363874905717598,268
0.2177037577743114,0.021575028068356983,0.053386819179284076,0.2833946796504943,0.20420337625682972,0.07919130339366459,211
0.15211282715029487,0.25950780296295306,0.016183340572659428,0.6348288745076887,0.5711901254505126,0.06363874905717598,268
0.12558675500275512,0.1043590760958987,0.12735587450108699,0.6925052270957377,0.6973049168880889,0.004799689792351174,266
0.16029285453666214,0.15921406947338676,0.19184778463990462,0.18016032287775702,0.17650974345224546,0.0036505794255115645,255
0.158114004069458,0.10957035506782505,0.2573206308318854,0.1226726763197096,0.2018639797133742,0.07919130339366459,211
0.22860295876707942,0.12814968400767657,0.09165012279499699,0.3529994215608527,0.35665000098636424,0.0036505794255115645,255
0.2897548971410658,0.015998264320650754,0.020876380577194396,0.4781187391427071,0.4144799900855311,0.06363874905717598,268
0.0834742544947147,0.15711693986035385,0.29850777127285527,0.13741614252423417,0.132616452731883,0.004799689792351174,266
0.09492727114417324,0.25497649721067017,0.27032338799970634,0.18693633790759046,0.12329758885041447,0.06363874905717598,268
0.281262700173877,0.20848002769052607,0.19653468730795856,0.783676057406629,0.7884757471989803,0.004799689792351174,266
0.09178907688113573,0.18895677373448624,0.02458841891437481,0.6483442673593081,0.6435445775669568,0.004799689792351174,266
0.15073292364249352,0.03915600287734644,0.10151008511364891,0.7561644220123445,0.7525138425868328,0.0036505794255115645,255
0.1575219795520437,0.07674425466037069,0.1225179339925884,0.2193029680120891,0.15566421895491311,0.06363874905717598,268
0.11776158843160649,0.29031628130059683,0.19628406999968834,0.15462199215341593,0.15097141272790437,0.0036505794255115645,255
0.24999592640825077,0.22288825659904177,0.03344231019482592,0.6063334948008205,0.6699722438579965,0.06363874905717598,268
0.22054168463200713,0.18241539688352454,0.2117418627346935,0.06943458840492218,0.07423427819727335,0.004799689792351174,266
0.11654178810314232,0.08403242972743963,0.09152781624147761,0.35000784660807643,0.3463572671825649,0.0036505794255115645,255
0.23865731700654166,0.24805696343635497,0.16778850157818054,0.21194688502565845,0.2082963056001469,0.0036505794255115645,255
0.08035701815787459,0.12580202919670133,0.14324716064941617,0.20025128424080352,0.2794425876344681,0.07919130339366459,211
0.25548683987589643,0.07725118740852481,0.1418248887160349,0.2778371486873626,0.27418656926185103,0.0036505794255115645,255
0.2700692705074529,0.25267663946438157,0.1131287727023537,0.5872799818798236,0.5236412328226475,0.06363874905717598,268
